Вобласьць	Раён	Код	OSM:NodeID	Тып	Па-расейску старое	Па-расейску правільнае	osm:name:ru force	Па-беларуску правільнае	lat	lon	comment
Минск	Молодечненский	163513	1390823765	оп	Мороськи	Мороськи		Мароські	54.343613	26.708334	
Минск	Молодечненский	142339	306065606	оп	Мясота	Мясота		Мясата	54.271946	27.027222	
Минск	Молодечненский	163532	1390823766	оп	Насилово	Носилово		Насілава	54.320557	26.774445	
Минск	Молодечненский	142409	1246572357	ст	Олехновичи	Олехновичи		Аляхновічы	54.148888	27.100555	
Минск	Молодечненский	162703	2774608150	ст	Полочаны	Полочаны		Палачаны	54.22778	26.709723	
Минск	Молодечненский	143420	527734376	оп	Пралески	Пралески		Пралескі	54.101387	27.160833	
Минск	Молодечненский	163509	306066255	ст	Пруды	Пруды		Пруды	54.36639	26.66361	
Минск	Молодечненский	142413	1390805836	оп	Романы	Романы		Раманы	54.125	27.113056	
Минск	Молодечненский	142358	306065700	оп	Селивоновка	Селивоновка		Селівонаўка	54.291943	26.919445	
Минск	Молодечненский	162718	2774608152	оп	Сечки	Сечки		Сечкі	54.2625	26.771389	
Минск	Молодечненский	142343	306065619	оп	Татарщизна	Татарщина	Татарщизна	Татаршчына	54.28	26.976389	
Минск	Молодечненский	162915	306065639	оп	Тышкевичи	Тышкевичи		Тышкевічы	54.355556	26.86111	
Минск	Молодечненский	142305	2728286047	ст	Уша	Уша		Уша	54.2525	27.06889	
Минск	Молодечненский	142377	306065717	оп	Фестивальный	Фестивальный		Фестывальны	54.30389	26.87861	
Минск	Молодечненский	162614	306066218	оп	Шипуличи	Шипуличи		Шыпулічы	54.218056	26.5225	
Минск	Мядельский	163802	306063168	ст	Будслав	Будслав		Будслаў	54.79111	27.408611	
Минск	Мядельский	163829	271040361	оп	Илово	Илово		Ілава	54.819443	27.461111	
Минск	Мядельский	163706	306065959	ст	Княгинин	Княгинин		Княгінін	54.675	27.184723	
Минск	Мядельский	163710	306065932	оп	Кривичи	Кривичи		Крывічы	54.072224	27.2975	
Минск	Мядельский	163636	306065613	оп	Нивки	Нивки		Ніўкі	54.641666	27.133055	
Минск	Несвижский	138600	306065881	ст	Городея	Городея		Гарадзея	53.314724	26.539722	
Минск	Несвижский	138579	306065911	оп	Липа	Липа		Ліпа	53.261112	26.445	
Минск	Несвижский	138550	306065943	ст	Погорельцы	Погорельцы		Пагарэльцы	53.205	26.297222	
Минск	Несвижский	138564	2737375272	оп	Хвоево	Хвоево		Хвоева	53.235	26.384167	
Минск	Пуховичский	145426	306063733	оп	Блужа	Блужа		Блужа	53.43778	28.229166	
Минск	Пуховичский	145411	306063822	оп	Веленский	Веленский		Вяленскі	53.463055	28.184723	
Минск	Пуховичский	145337	306063698	оп	Вендеж	Вендеж		Вяндзеж	53.547222	28.068056	
Минск	Пуховичский	145445	1102936837	оп	Веселовский	Веселовский		Весялоўскі	53.38972	28.311388	
Минск	Пуховичский	145322	306063630	оп	Дричин	Дричин		Дрычын	53.56111	28.01111	
Минск	Пуховичский	145040	1165761955	оп	Зазерка	Зазерка		Зазерка	53.656944	27.766945	
Минск	Пуховичский	145430	306063730	оп	Майский	Майский		Майскі	53.416668	28.258612	
Минск	Пуховичский	145318	271040767	оп	Новое Село	Новое Село		Новае Сяло	53.572224	27.940834	
Минск	Пуховичский	145407	661194084	ст	Пуховичи	Пуховичи		Пухавічы	53.509445	28.145834	
Минск	Пуховичский	145036	306062995	оп	Равнополье	Равнополье		Раўнаполле	53.625	27.821945	
Минск	Пуховичский	145303	306063608	ст	Руденск	Руденск		Рудзенск	53.59667	27.860834	
Минск	Пуховичский	145021	1205158345	оп	Рыбцы	Рыбцы		Рыбцы	53.641666	27.791111	
Минск	Пуховичский	145017	0	оп	Седча	Седча		Седча	53.669724	27.752777	
Минск	Пуховичский	145454	271042480	ст	Талька	Талька		Талька	53.37472	28.341667	
Минск	Пуховичский	145341	1131337044	оп	Техникум	Техникум		Тэхнікум	53.530834	28.125278	
Минск	Слуцкий	148655	2828589172	оп	Безверховичи	Безверховичи		Бязверхавічы	53.029167	27.436945	
Минск	Слуцкий	139162	2300059313	оп	Восток	Восток		Усход	53.045555	27.325556	
Минск	Слуцкий	148316	306063882	оп	Глядки	Глядки		Глядкі	52.9125	27.55	
Минск	Слуцкий	148636	306064082	оп	Загродье	Заградье	Загродье	Заграддзе	52.980278	27.758333	
Минск	Слуцкий	148301	592058792	ст	Калий III	Калий-3		Калій 3	52.866943	27.580278	
Минск	Слуцкий	148665	2300059314	оп	Козловичи	Козловичи		Казловічы	52.993057	27.623611	
Минск	Слуцкий	148621	306064110	ст	Некраши	Некраши		Некрашы	52.982777	27.697222	
Минск	Слуцкий	148320	306063968	оп	Новогорки	Новогорки		Навагоркі	52.95778	27.525	
Минск	Слуцкий	148617	306063864	ст	Новодворцы	Новодворцы		Навадворцы	52.996944	27.588612	
Минск	Слуцкий	148640	306064124	оп	Повстынь	Повстынь		Паўстынь	52.968613	27.802778	
Минск	Слуцкий	139139	306063143	оп	Середняки	Середняки		Сераднякі	53.037224	27.355278	
Минск	Слуцкий	148602	2098733504	ст	Слуцк	Слуцк		Слуцк	53.01389	27.525	
Минск	Слуцкий	139124	306062830	оп	Шаловичи	Шаловичи		Шалавічы	53.056946	27.286112	
Минск	Смолевичский	141336	306065398	оп	Барсуки	Барсуки (Жодинск.)	Барсуки	Барсукі	54.066387	28.281944	
Минск	Смолевичский	140935	222708451	оп	Домашаны	Домашаны		Дамашаны	53.993057	27.952778	
Минск	Смолевичский	140920	1270159514	оп	Загорье	Загорье		Загор'е	54.009724	28.014166	
Минск	Смолевичский	141228	2131997619	оп	Заречное	Заречное		Зарэчнае	54.02139	28.125	
Минск	Смолевичский	141209	306065359	ст	Красное Знамя	Красное Знамя		Чырвоны Сцяг	54.038334	28.204166	
Минск	Смолевичский	140916	470320849	оп	Слобода	Слобода		Слабада	53.994446	27.905834	
Минск	Смолевичский	141001	2131940016	ст	Смолевичи	Смолевичи		Смалявічы	54.019444	28.059723	
Минск	Солигорский	148208	592058785	ст	Калий I	Калий-1		Калій 1	52.82639	27.5875	
Минск	Солигорский	148227	492268069	ст	Солигорск	Солигорск		Салігорск	52.794445	27.546944	
Минск	Солигорский	148212	271040245	оп	Строитель	Строитель		Будаўнік	52.809723	27.574444	
Минск	Солигорский	148231	592058789	оп	Шахтёрский	Шахтёрский		Шахцёрскі	52.855556	27.588612	
Минск	Стародорожский	149111	306063741	оп	Александровка	Александровка		Аляксандраўка	53.080276	28.294167	
Минск	Стародорожский	149022	306063811	ст	Верхутино	Верхутино		Вярхуціна	52.966946	28.050278	
Минск	Стародорожский	149018	306063641	оп	Оточка	Оточка		Аточка	52.958332	27.969723	
Минск	Стародорожский	149037	306063844	оп	Пасека	Пасека		Пасека	53.014446	28.169445	
Минск	Стародорожский	149107	306063738	ст	Старые Дороги	Старые Дороги		Старыя Дарогі	53.04028	28.270555	
Минск	Стародорожский	149130	306063756	оп	Ульяновка	Ульяновка		Ульянаўка	53.146946	28.430555	
Минск	Стародорожский	149126	306063744	ст	Фаличи	Фаличи		Фалічы	53.121387	28.328333	
Минск	Столбцовский	138634	306065875	оп	Воротище	Воротище		Варацішча	53.35361	26.572222	
Минск	Столбцовский	138738	2111908925	ст	Колосово	Колосово		Коласава	53.528057	26.92639	
Минск	Столбцовский	138719	2709478947	оп	Кучкуны	Кучкуны		Кучкуны	53.50639	26.836111	
Минск	Столбцовский	138615	1291509824	оп	Осиповщина	Осиповщина		Асіпаўшчына	53.38889	26.605556	
Минск	Столбцовский	138723	221136633	оп	Отцеда	Отцеда		Атцэда	53.514168	26.872223	
Минск	Столбцовский	138626	306065758	оп	Синяво	Синява	Синяво	Сінява	53.435555	26.683332	
Минск	Столбцовский	138704	278618048	ст	Столбцы	Столбцы		Стоўбцы	53.4825	26.758333	
Минск	Столбцовский	138742	2706178655	оп	Тёмные Ляды	Темные Ляды	Тёмные Ляды	Цёмныя Ляды	53.50139	26.791666	
Минск		140526	1630026190	оп	Железнодорожный	Железнодорожный		Чыгуначны	53.817223	27.575	
Минск		141302	306065454	ст	Жодино	Жодино		Жодзіна	54.101944	28.342222	
Минск		141213	306065485	оп	Жодино-Южное	Жодино-Южное		Жодзіна Паўднёвае	54.086666	28.317223	
Минск		140013	288119832	оп	Институт Культуры	Минск (Институт Культуры)		Мінск (Інстытут Культуры)	53.883335	27.536112	
Минск		144809	561011991	ст	Колядичи	Колядичи		Калядзічы	53.808334	27.580555	
Минск		144654	288121405	оп	Курасовщина	Курасовщина		Курасоўшчына	53.844723	27.491667	
Минск		143685	271092167	оп	Лебяжий	Лебяжий		Лебядзіны	53.93611	27.445278	
Минск		140511	574875090	оп	Лошица	Лошица		Лошыца	53.850277	27.558332	
Минск		143666	941532903	оп	Масюковщина	Масюковщина		Масюкоўшчына	53.93	27.477777	
Минск		140304	818652707	ст	Минск-Восточный	Минск-Восточный		Мінск Усходні	53.891666	27.59	
Минск		140210	27184541	ст	Минск-Пассажирский	Минск-Пасс.	Минск-Пассажирский	Мінск Пасажырскі	53.890278	27.552778	
Минск		140102	1501889366	ст	Минск-Северный	Минск-Северный		Мінск Паўночны	53.90278	27.530556	
Минск		140009	288120707	ст	Минск-Сортировочный				53.879166	27.532778	
Минск		140507	195763479	ст	Минск-Южный	Минск-Южный		Мінск Паўднёвы	53.86611	27.563612	
Минск		140704	282163128	ст	Озерище	Озерище		Азярышча	53.932777	27.71889	
Минск		143670	0	оп	Радиаторный				53.91639	27.520277	
Минск		140403	282162417	ст	Степянка	Степянка		Сцяпянка	53.914722	27.66639	
Минск		140032	1813064195	оп	Столичный	Столичный		Сталічны	53.872776	27.5225	
Минск		140418	0	оп	Товарный Двор	Товарный Двор		Таварны Двор	53.90278	27.6375	
Минск		140314	282159779	оп	Тракторный	Тракторный		Трактарны	53.898613	27.624722	
Минск		145201	0	ст	Шабаны				53.836113	27.691668	
Минск		141114	0	ст	Шеметово				53.883335	28.05861	
Могилёв	Белыничский	157300	3309974963	ст	Друть	Друть		Друць	53.704166	29.779167	
Могилёв	Бобруйский	147741	1271043982	оп	331км	331 км		331 км	53.069443	29.405834	
Могилёв	Бобруйский	147718	306065300	оп	Бабино	Бабино		Бабіна	53.118057	29.320833	
Могилёв	Бобруйский	146823	306066577	оп	Бибковщина	Бибковщина		Бібкаўшчына	53.183056	29.038889	
Могилёв	Бобруйский	147506	271044317	ст	Брожа	Брожа		Брожа	52.95139	29.115833	
Могилёв	Бобруйский	147510	271044313	оп	Глебова Рудня	Глебова Рудня		Глебава Рудня	52.988888	29.155556	
Могилёв	Бобруйский	147830	306065277	оп	Данилов Мост	Данилов Мост		Данілаў Мост	52.978333	29.730556	
Могилёв	Бобруйский	146838	1383660069	оп	Кветка	Кветка		Кветка	53.191666	28.9975	
Могилёв	Бобруйский	147602	306066613	ст	Красный Брод	Красный Брод		Красны Брод	53.033054	29.169445	
Могилёв	Бобруйский	147737	306065318	оп	Малинники	Малинники		Маліннікі	53.058056	29.4475	
Могилёв	Бобруйский	147811	306065320	оп	Микуличи	Микуличи		Мікулічы	53.02778	29.57361	
Могилёв	Бобруйский	146927	306066576	ст	Мирадино	Мирадино		Мірадзіна	53.176666	29.069445	
Могилёв	Бобруйский	147826	306065274	оп	Омельня	Омельня		Амяльня	53.00889	29.661112	
Могилёв	Бобруйский	147440	2315409058	оп	Орсичи	Орсичи		Орсічы	52.93	29.091944	
Могилёв	Бобруйский	147722	306065305	ст	Савичи	Савичи (Бобруйск.)	Савичи	Савічы	53.0875	29.370832	
Могилёв	Бобруйский	147807	306065315	ст	Телуша	Телуша		Цялуша	53.0425	29.516666	
Могилёв	Бобруйский	146819	306066663	оп	Токари	Токари		Такары	53.194443	28.983889	
Могилёв	Бобруйский	147614	306066516	оп	Туголица	Туголица		Туголіца	53.07611	29.1725	
Могилёв	Быховский	156127	2797538423	оп	Баркалабово	Барколабово	Баркалабово	Баркалабава	53.594723	30.240833	
Могилёв	Быховский	156134	306068694	ст	Барсуки	Барсуки (Могилевск.)	Барсуки	Барсукі	53.662224	30.2625	
Могилёв	Быховский	156100	306068688	ст	Быхов	Быхов		Быхаў	53.515556	30.231945	
Могилёв	Быховский	156026	3307600761	оп	Залесская Слобода	Залесская Слобода		Залеская Слабада	53.4475	30.181667	
Могилёв	Быховский	156011	306068683	ст	Лудчицы	Лудчицы		Лудчыцы	53.404724	30.164444	
Могилёв	Быховский	156223	0	оп	Металлург	Металлург (Могилевск.)	Металлург	Металург	53.67889	30.258333	
Могилёв	Быховский	156115	2246591189	оп	Мокрое	Мокрое		Мокрае	53.5475	30.225277	
Могилёв	Быховский	156238	3307600766	оп	Соболевка	Соболёвка		Сабалёўка	53.61722	30.256666	
Могилёв	Быховский	156030	306068656	ст	Тощица	Тощица		Тошчыца	53.305	30.130833	
Могилёв	Горецкий	158619	271091162	оп	Ермоловка	Ермоловка		Ермалоўка	54.370277	30.684723	
Могилёв	Горецкий	158534	306068433	оп	Зубры	Зубры		Зубры	54.345833	30.744167	
Могилёв	Горецкий	158528	3312243061	оп	Паршино	Паршино		Паршына	54.22861	31.049723	
Могилёв	Горецкий	158500	306068451	ст	Погодино	Погодино		Пагодзіна	54.265	30.989166	
Могилёв	Горецкий	158515	306068447	оп	Ректа	Ректа		Рэкта	54.297222	30.8725	
Могилёв	Дрибинский	158411	306068439	оп	Никольск	Микольск	Никольск	Мікольск	54.165833	31.158333	
Могилёв	Дрибинский	158430	271092947	оп	Пичевка	Пичевка		Пічаўка	54.130554	31.19861	
Могилёв	Дрибинский	158407	306068455	ст	Тёмный Лес	Темный лес	Тёмный Лес	Цёмны Лес	54.09889	31.241945	
Могилёв	Климовичский	158816	271091678	оп	Звезда	Звезда		Звязда	53.71417	32.008335	
Могилёв	Климовичский	159202	882188218	ст	Климовичи	Климовичи		Клімавічы	53.608334	31.924723	
Могилёв	Климовичский	159128	306068384	оп	Осмоловичи	Осмоловичи		Асмолавічы	53.52222	32.011112	
Могилёв	Климовичский	158905	0	ст	Шестеровка	Шестёровка		Шасцёраўка	53.72222	32.659443	
Могилёв	Кличевский	157207	306065276	ст	Воничи	Воничи		Вонічы	53.6	29.502777	
Могилёв	Кличевский	157245	3309974964	оп	Заличинка	Заличинка		Залічынка	53.65278	29.63611	
Могилёв	Кличевский	157226	2918082124	оп	Милое	Милое		Мілое	53.664444	29.663889	
Могилёв	Кличевский	157103	306065309	ст	Несета	Несята	Несета	Нясята	53.509167	29.243889	
Могилёв	Кличевский	157029	0	оп	Ольховка	Ольховка		Альхоўка	53.483334	29.170279	
Могилёв	Кличевский	157211	306065265	оп	Развадово	Развадово		Развадава	53.61639	29.55	
Могилёв	Кличевский	157118	306065311	оп	Стоялово	Стоялово		Стаялава	53.54778	29.352777	
Могилёв	Кличевский	157122	306065312	оп	Суша	Суша		Суша	53.571667	29.420279	
Могилёв	Кличевский	157014	306066555	оп	Тачанка	Тачанка		Тачанка	53.46389	29.114166	
Могилёв	Костюковичский	159005	306068419	ст	Белынковичи	Белынковичи		Бялынкавічы	53.232777	32.164165	
Могилёв	Костюковичский	159043	0	оп	Боня	Бони		Боні	53.198612	32.215	
Могилёв	Костюковичский	159113	271091702	ст	Волосковня	Волосковня		Валаскоўня	53.45028	32.041943	
Могилёв	Костюковичский	159019	2624644813	оп	Журбин	Журбин		Журбін	53.162777	32.268612	
Могилёв	Костюковичский	159109	306068422	ст	Коммунары	Коммунары		Камунары	53.376945	32.56111	
Могилёв	Костюковичский	159039	306068423	оп	Новолиповский	Новолиповский		Наваліпаўскі	53.282776	32.119167	
Могилёв	Костюковичский	159404	0	ст	Предзаводская				53.45028	31.971666	
Могилёв	Кричевский	158233	306068373	оп	Бель	Бель		Бель	53.802776	31.661112	
Могилёв	Кричевский	158132	271092830	оп	Дарливое	Дарливое		Дарлівае	53.761665	31.647223	
Могилёв	Кричевский	158144	0	оп	Депо	Депо		Дэпо	53.751945	31.704166	
Могилёв	Кричевский	158209	306068370	ст	Кричев I	Кричев-1		Крычаў-1	53.738888	31.712778	
Могилёв	Кричевский	158820	306068417	ст	Кричев II	Кричев-2		Крычаў 2	53.725834	31.850834	
Могилёв	Кричевский	158248	306068363	оп	Малятичи	Малятичи		Маляцічы	53.84722	31.595833	
Могилёв	Кричевский	158229	306068414	оп	Михеевичи	Михеевичи		Міхеевічы	53.6725	31.83639	
Могилёв	Кричевский	158110	306068471	ст	Осовец	Осовец		Асавец	53.755554	31.444166	
Могилёв	Кричевский	158267	271092791	оп	Чёрная Натопа	Чёрная Натопа		Чорная Натопа	53.866665	31.565834	
Могилёв	Кричевский	158125	306068475	оп	Юрковка	Юрковка		Юркаўка	53.75778	31.540833	
Могилёв	Могилёвский	157724	0	оп	Антоновка	Антоновка		Антонаўка	53.841667	30.608334	
Могилёв	Могилёвский	156401	306068488	ст	Буйничи	Буйничи		Буйнічы	53.86778	30.248888	
Могилёв	Могилёвский	157423	3309974961	ст	Вендриж	Вендриж		Вендрыж	53.803055	30.038889	
Могилёв	Могилёвский	156539	306068505	оп	Волоки	Волоки		Валокі	54.043335	30.286112	
Могилёв	Могилёвский	157508	306068482	ст	Голынец	Голынец		Галынец	53.84861	30.164444	
Могилёв	Могилёвский	157718	1151103245	оп	Дары	Дары		Дары	53.84778	30.536112	
Могилёв	Могилёвский	156242	306068493	ст	Дашковка	Дашковка		Дашкаўка	53.747223	30.241945	
Могилёв	Могилёвский	157334	3309974965	оп	Новая Нива	Новая Нива		Новая Ніва	53.761112	29.942223	
Могилёв	Могилёвский	156524	3312011582	оп	Полыковские Хутора	Полыковичские Хутора		Палыкавіцкія Хутары	53.99111	30.316668	
Могилёв	Могилёвский	157419	306068621	оп	Понизов	Понизов		Панізоў	53.822224	30.094444	
Могилёв	Могилёвский	157322	306065283	оп	Семуковичи	Семуковичи		Семуковічы	53.739166	29.897223	
Могилёв	Могилёвский	157315	306065281	оп	Синюга	Синюга		Сінюга	53.717224	29.847221	
Могилёв	Могилёвский	156219	3307600767	оп	Текстильщик	Текстильщик		Тэкстыльшчык	53.708332	30.25361	
Могилёв	Могилёвский	157512	3309974967	оп	Тишовка	Тишовка		Цішоўка	53.884724	30.223888	
Могилёв	Могилёвский	157349	306068585	оп	Хоново	Хоново		Хонава	53.788055	29.980833	
Могилёв	Могилёвский	156308	306068478	ст	Чернозёмовка	Чернозёмовка		Чарназёмаўка	53.795834	30.214167	
Могилёв	Могилёвский	157758	2315409032	оп	Щежер	Щежерь		Шчэжар	53.844444	30.57	
Могилёв	Мстиславский	158252	306068365	оп	Воловники	Воловники		Валоўнікі	53.883335	31.555555	
Могилёв	Мстиславский	158337	2315409057	оп	Кошь	Кошь		Кош	54.009445	31.375278	
Могилёв	Мстиславский	158322	306068456	оп	Красноручье	Красноручье		Краснаручча	54.03611	31.339722	
Могилёв	Мстиславский	158318	306068470	оп	Пячковичи	Пячковичи		Пячкавічы	53.979443	31.414167	
Могилёв	Мстиславский	158445	3312243062	оп	Ремество	Реместово		Рэместава	54.069443	31.288334	
Могилёв	Мстиславский	158303	306068366	ст	Ходосы	Ходосы		Ходасы	53.92889	31.482779	
Могилёв	Осиповичский	146429	306066633	оп	Брицаловичи	Брицаловичи		Брыцалавічы	53.353054	28.845	
Могилёв	Осиповичский	146452	306066782	оп	Бродище	Бродище		Брадзішча	53.269444	28.7725	
Могилёв	Осиповичский	146109	306066694	ст	Верейцы	Верейцы		Верайцы	53.33889	28.521389	
Могилёв	Осиповичский	146011	306067116	оп	Верхи	Верхи		Вярхі	53.364445	28.429167	
Могилёв	Осиповичский	146842	271043316	оп	Гай	Гай		Гай	53.238056	28.898611	
Могилёв	Осиповичский	146132	306066698	оп	Гомоновка	Гомоновка		Гоманаўка	53.484722	28.538889	
Могилёв	Осиповичский	146471	3309974962	оп	Горожа	Горожа		Гарожа	53.326946	28.770277	
Могилёв	Осиповичский	146306	306066643	ст	Гродзянка	Гродянка	Гродзянка	Градзянка	53.545834	28.746944	
Могилёв	Осиповичский	149215	306066705	оп	Гряда	Гряда		Града	53.207222	28.536112	
Могилёв	Осиповичский	149234	306066714	ст	Дараганово	Дороганово	Дараганово	Дараганава	53.176388	28.493055	
Могилёв	Осиповичский	146734	2712412964	оп	Дачная	Дачная (Осиповичск.)	Дачная	Дачная	53.252777	28.866112	
Могилёв	Осиповичский	149222	306066702	ст	Деревцы	Деревцы		Дзераўцы	53.255	28.563889	
Могилёв	Осиповичский	157003	1145507838	ст	Елизово	Елизово		Ялізава	53.400276	28.993889	
Могилёв	Осиповичский	146221	306067113	ст	Лапичи	Лапичи		Лапічы	53.42861	28.48889	
Могилёв	Осиповичский	146407	306066747	ст	Осиповичи I	Осиповичи-1		Асіповічы 1	53.299446	28.647223	
Могилёв	Осиповичский	146414	306066763	ст	Осиповичи II	Осиповичи-2		Асіповічы 2	53.301945	28.705555	
Могилёв	Осиповичский	146433	901656719	ст	Осиповичи III	Осиповичи-3		Асіповічы 3	53.2825	28.715	
Могилёв	Осиповичский	146128	306066730	оп	Осово	Осово		Восава	53.458332	28.498611	
Могилёв	Осиповичский	146217	2794148874	оп	Погорелое	Погорелое		Пагарэлае	53.5125	28.647223	
Могилёв	Осиповичский	146448	306066742	оп	Советский	Советский		Савецкі	53.316666	28.588333	
Могилёв	Осиповичский	146715	306066637	ст	Татарка	Татарка		Татарка	53.25722	28.823334	
Могилёв	Осиповичский	146236	306066743	оп	Уборок	Уборок		Уборак	53.49139	28.593056	
Могилёв	Осиповичский	146113	306066723	оп	Цель	Цель		Цэль	53.40333	28.491388	
Могилёв	Осиповичский	146467	2199317290	оп	Юбилейный	Юбилейный		Юбілейны	53.308887	28.61389	
Могилёв	Осиповичский	146857	306066669	оп	Ясень	Ясень		Ясень	53.218334	28.930555	
Могилёв	Чаусский	157921	306068438	оп	Благовичи	Благовичи		Благавічы	53.794445	30.841667	
Могилёв	Чаусский	158017	306068431	оп	Дрануха	Дрануха		Дрануха	53.761112	31.030277	
Могилёв	Чаусский	158021	306068449	оп	Переможник	Переможник		Пераможнік	53.75889	31.132778	
Могилёв	Чаусский	157936	306068577	ст	Реста			Рэста	53.824165	30.688889	
Могилёв	Чаусский	157743	3311927987	оп	Рудея	Рудея		Рудзея	53.833057	30.646667	
Могилёв	Чаусский	157917	306068570	оп	Самулки	Самулки		Самулкі	53.816387	30.73889	
Могилёв	Чаусский	158002	306068430	ст	Чаусы	Чаусы		Чавусы	53.780556	30.931667	
Могилёв	Чериковский	158106	306068461	ст	Веремейки	Веремейки		Верамейкі	53.7625	31.278055	
Могилёв	Шкловский	156929	1175679329	оп	Александрия	Александрия		Александрыя	54.343056	30.278889	
Могилёв	Шкловский	156825	1175679126	оп	Аполлоновка	Аполлоновка		Апалонаўка	54.17889	30.294167	
Могилёв	Шкловский	156908	3312011581	ст	Копысь	Копысь		Копысь	54.315834	30.271667	
Могилёв	Шкловский	156543	3257549367	ст	Лотва	Лотва		Латва	54.094166	30.27	
Могилёв	Шкловский	156702	306068731	ст	Рыжковичи	Рыжковичи		Рыжкавічы	54.158333	30.294445	
Могилёв	Шкловский	156558	306068711	оп	Савелинки	Савеленки	Савелинки	Савеленкі	54.127777	30.28	
Могилёв	Шкловский	156810		оп	Слободка	Слободка		Слабодка	54.261665	30.255278	
Могилёв	Шкловский	156806	306068723	ст	Шклов	Шклов		Шклоў	54.219444	30.279722	
Могилёв		147703	0	ст	Березина				53.130554	29.250555	
Могилёв		147008	242555894	ст	Бобруйск				53.1375	29.196388	
Могилёв		157739	306068533	оп	Боровка	Боровка		Бароўка	53.86639	30.449444	
Могилёв		147027	0	оп	Дедново	Дедново		Дзеднава	53.13389	29.172222	
Могилёв		157809	0	ст	Заднепровская				53.806946	30.336111	
Могилёв		146912	306066599	оп	Киселевичи	Киселевичи		Кісялевічы	53.154167	29.160555	
Могилёв		158426	0	оп	Кледневичи	Кледневичи		Кледнявічы	0	0	
Могилёв		157705	306068527	ст	Луполово	Луполово		Лупалава	53.877777	30.401945	
Могилёв		156505	0	ст	Могилёв I		Могилёв-1	Магілёў 1	53.926388	30.339445	
Могилёв		156609	0	ст	Могилёв II		Могилёв-2	Магілёў 2	53.911945	30.310833	
Могилёв		156613	306068522	ст	Могилёв III		Могилёв-3	Магілёў 3	53.919445	30.358334	
Могилёв			0	ст	Шинная				53.18861	29.203333	
